flat_type,price,address,buildup_area,which_floor,furnishing,bedrooms,balcony
1 BHK Flat,1.07,Mulund West,520,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.66,Mira Road East,727,lower,Semi Furnished,1.0,2.0
1 BHK Flat,0.85,Vikhroli East,393,middle,Semi Furnished,1.0,0.0
1 BHK Flat,1.6,Powai,540,middle,Semi Furnished,1.0,0.0
2 BHK Flat,2.99,Santacruz West,890,lower,Semi Furnished,2.0,0.0
3 BHK Flat,6.75,Khar West,1450,lower,Fully Furnished,3.0,0.0
1 BHK Flat,1.7,Wadala,625,middle,Fully Furnished,2.0,0.0
2 BHK Flat,2.0,Borivali West,800,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.3,Nalasopara West,595,lower,Unfurnished,1.0,1.0
2 BHK Flat,1.6,Borivali West,1060,middle,Unfurnished,2.0,0.0
2 BHK Flat,3.9,Sion,1218,middle,Fully Furnished,2.0,1.0
1 BHK Flat,0.45,Mira Road East,397,lower,Unfurnished,1.0,2.0
1 BHK Flat,0.34,Vasai East,690,lower,Semi Furnished,1.0,2.0
2 BHK Flat,1.5,Borivali West,680,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.9,Malad West,860,middle,Unfurnished,2.0,0.0
3 BHK Flat,4.59,Prabhadevi,1200,lower,Unfurnished,3.0,0.0
2 BHK Flat,1.95,Andheri East,700,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.35,Kandivali West,900,lower,Unfurnished,2.0,0.0
2 BHK Flat,2.3,Ghatkopar East,1100,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.62,Mira Road East,730,lower,Semi Furnished,1.0,3.0
2 BHK Flat,1.4,Kandivali West,950,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.55,Vikhroli West,750,middle,Semi Furnished,2.0,0.0
1 BHK Flat,0.72,Mira Road East,500,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.22,Ghatkopar East,821,lower,Unfurnished,1.0,0.0
3 BHK Flat,3.0,Kanjurmarg East,1100,middle,Unfurnished,3.0,0.0
3 BHK Flat,2.68,Mulund West,1305,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.3,Mulund West,1268,higher,Unfurnished,3.0,1.0
2 BHK Flat,1.85,Bhandup West,999,middle,Semi Furnished,2.0,0.0
2 BHK Flat,4.77,Sion,1000,middle,Semi Furnished,2.0,1.0
2 BHK Flat,1.98,Mulund West,950,middle,Semi Furnished,2.0,0.0
3 BHK Flat,3.3,Kanjurmarg East,1500,middle,Unfurnished,3.0,1.0
1 BHK Flat,1.3,Mulund West,474,lower,Semi Furnished,1.0,0.0
3 BHK Flat,2.75,Bhandup West,1230,middle,Semi Furnished,3.0,0.0
2 BHK Flat,2.25,Mulund West,900,middle,Semi Furnished,2.0,2.0
1 BHK Flat,0.74,Mira Road East,710,lower,Fully Furnished,1.0,3.0
1 BHK Flat,0.6,Mira Road East,747,lower,Unfurnished,1.0,3.0
3 BHK Flat,3.51,Goregaon West,1400,middle,Unfurnished,3.0,1.0
1 BHK Flat,0.53,Mira Road East,432,lower,Semi Furnished,1.0,2.0
1 BHK Flat,0.34,Naigaon East,565,lower,Semi Furnished,1.0,2.0
2 BHK Flat,1.75,Kanjurmarg West,738,middle,Unfurnished,2.0,0.0
3 BHK Flat,3.65,Powai,1350,middle,Semi Furnished,3.0,1.0
1 BHK Flat,1.25,Mulund East,650,middle,Semi Furnished,1.0,0.0
2 BHK Flat,1.75,Kanjurmarg East,1016,middle,Fully Furnished,2.0,0.0
3 BHK Flat,4.12,Bhandup West,1788,middle,Unfurnished,2.0,1.0
2 BHK Flat,2.89,Andheri West,900,middle,Unfurnished,2.0,1.0
3 BHK Flat,3.67,Powai,1500,middle,Unfurnished,3.0,1.0
2 BHK Flat,2.4,Santacruz East,1000,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.69,Chembur,928,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.5,Powai,630,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.68,Kandivali East,1000,middle,Unfurnished,2.0,0.0
1 BHK Flat,1.2,Jogeshwari West,451,lower,Semi Furnished,1.0,0.0
3 BHK Flat,3.15,Powai,1450,lower,Semi Furnished,3.0,1.0
1 BHK Flat,1.3,Jogeshwari West,652,middle,Semi Furnished,1.0,0.0
2 BHK Flat,0.97,Kandivali East,650,middle,Semi Furnished,2.0,1.0
2 BHK Flat,1.85,Chembur,830,lower,Unfurnished,2.0,0.0
1 BHK Flat,1.7,Sion,600,middle,Unfurnished,1.0,1.0
3 BHK Flat,2.98,Chembur,1459,lower,Unfurnished,3.0,1.0
1 BHK Flat,1.15,Chembur,557,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.48,Kurla East,598,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.85,Borivali East,644,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.75,Borivali West,900,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.85,Mulund East,850,lower,Unfurnished,2.0,0.0
1 BHK Flat,1.02,Kandivali East,650,middle,Unfurnished,1.0,0.0
2 BHK Flat,1.38,Mulund West,705,middle,Semi Furnished,2.0,0.0
2 BHK Flat,3.9,Powai,1050,middle,Semi Furnished,2.0,0.0
1 BHK Flat,1.35,Jogeshwari West,652,middle,Semi Furnished,1.0,0.0
2 BHK Flat,2.25,Kandivali East,1300,middle,Unfurnished,2.0,0.0
2 BHK Flat,5.5,Santacruz West,930,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.86,Mira Road East,923,lower,Semi Furnished,2.0,3.0
1 BHK Flat,1.71,Andheri East,750,lower,Unfurnished,1.0,0.0
3 BHK Flat,2.95,Malad East,1312,middle,Semi Furnished,3.0,1.0
1 BHK Flat,0.4,Virar West,695,lower,Semi Furnished,1.0,2.0
2 BHK Flat,2.8,Powai,1150,lower,Unfurnished,2.0,2.0
3 BHK Flat,3.91,Wadala,1050,middle,Semi Furnished,3.0,1.0
2 BHK Flat,0.95,Mira Road East,810,lower,Semi Furnished,2.0,3.0
2 BHK Flat,1.77,Goregaon West,700,lower,Unfurnished,2.0,0.0
3 BHK Flat,4.25,Borivali East,1380,higher,Unfurnished,3.0,0.0
3 BHK Flat,14.25,Prabhadevi,2200,middle,Unfurnished,3.0,1.0
1 BHK Flat,1.48,Powai,625,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.2,Mira Road East,900,middle,Unfurnished,2.0,4.0
2 BHK Flat,2.0,Mulund West,930,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.68,Dahisar East,720,middle,Fully Furnished,2.0,0.0
3 BHK Flat,7.4,Vile Parle West,1550,lower,Unfurnished,4.0,0.0
2 BHK Flat,3.33,Powai,1150,middle,Semi Furnished,2.0,0.0
4 BHK Flat,6.1,Vile Parle East,1550,lower,Semi Furnished,4.0,0.0
1 BHK Flat,0.59,Thane West,653,middle,Semi Furnished,1.0,1.0
3 BHK Flat,1.9,Borivali West,1260,lower,Unfurnished,3.0,0.0
2 BHK Flat,0.49,Nalasopara West,865,lower,Semi Furnished,1.0,3.0
4 BHK Flat,5.3,Kandivali East,1547,middle,Unfurnished,4.0,0.0
4 BHK Flat,4.8,Kandivali East,2200,middle,Unfurnished,4.0,0.0
3 BHK Flat,4.1,Kandivali East,1849,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.8,Jogeshwari West,967,middle,Semi Furnished,3.0,0.0
2 BHK Flat,2.0,Kandivali East,890,middle,Unfurnished,2.0,0.0
1 BHK Flat,1.2,Borivali West,600,middle,Unfurnished,2.0,0.0
1 BHK Flat,0.55,Thane West,730,middle,Semi Furnished,1.0,1.0
2 BHK Flat,1.95,Bhandup West,663,middle,Fully Furnished,2.0,0.0
2 BHK Flat,1.15,Bhandup West,700,middle,Semi Furnished,2.0,0.0
3 BHK Flat,4.75,Kurla West,2100,lower,Semi Furnished,3.0,2.0
1 BHK Flat,1.05,Kandivali East,600,middle,Unfurnished,1.0,0.0
1 BHK Flat,0.32,Virar West,415,lower,Semi Furnished,1.0,2.0
2 BHK Flat,2.17,Mulund West,1150,middle,Semi Furnished,2.0,0.0
4 BHK Flat,10.75,Vikhroli East,2450,lower,Semi Furnished,4.0,1.0
1 BHK Flat,0.26,Nalasopara West,595,lower,Semi Furnished,1.0,1.0
4 BHK Flat,5.0,Chembur,1600,lower,Semi Furnished,4.0,0.0
2 BHK Flat,1.8,Kandivali East,820,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.55,Jogeshwari West,800,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.27,Ghatkopar East,745,lower,Fully Furnished,2.0,0.0
4 BHK Flat,8.5,Powai,3000,middle,Semi Furnished,4.0,1.0
3 BHK Flat,3.5,Malad East,1300,middle,Semi Furnished,3.0,3.0
1 BHK Flat,0.34,Naigaon East,615,lower,Semi Furnished,1.0,3.0
2 BHK Flat,4.2,Prabhadevi,1050,middle,Semi Furnished,2.0,0.0
3 BHK Flat,3.55,Kandivali West,1260,lower,Unfurnished,3.0,0.0
2 BHK Flat,1.8,Andheri West,580,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.47,Powai,630,lower,Semi Furnished,1.0,0.0
2 BHK Flat,3.28,Goregaon West,1096,middle,Semi Furnished,2.0,1.0
1 BHK Flat,1.55,Powai,685,middle,Semi Furnished,1.0,0.0
2 BHK Flat,2.7,Sion,1055,middle,Semi Furnished,2.0,1.0
3 BHK Flat,3.65,Powai,1800,middle,Semi Furnished,3.0,1.0
3 BHK Flat,4.45,Borivali East,1800,higher,Unfurnished,3.0,1.0
3 BHK Flat,6.0,Bandra West,1100,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.54,Kandivali West,1250,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.8,Santacruz East,1100,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.76,Andheri West,650,lower,Unfurnished,1.0,0.0
1 BHK Flat,1.6,Powai,570,middle,Semi Furnished,1.0,0.0
2 BHK Flat,1.58,Borivali East,1023,middle,Unfurnished,2.0,1.0
1 BHK Flat,1.3,Mazgaon,580,middle,Semi Furnished,1.0,0.0
1 BHK Flat,0.34,Boisar,540,lower,Unfurnished,1.0,0.0
2 BHK Flat,4.8,Bandra East,1200,middle,Semi Furnished,2.0,2.0
2 BHK Flat,2.25,Lower Parel,900,lower,Unfurnished,2.0,0.0
3 BHK Flat,4.5,Parel,1600,middle,Semi Furnished,3.0,0.0
2 BHK Flat,1.8,Andheri West,700,middle,Unfurnished,2.0,0.0
1 BHK Flat,0.9,Kandivali West,700,lower,Unfurnished,1.0,0.0
3 BHK Flat,3.5,Andheri West,1900,lower,Unfurnished,3.0,0.0
1 BHK Flat,0.34,Naigaon East,610,lower,Unfurnished,1.0,2.0
3 BHK Flat,3.65,Kandivali East,1750,lower,Semi Furnished,2.0,3.0
1 BHK Flat,0.33,Naigaon East,547,middle,Semi Furnished,1.0,3.0
2 BHK Flat,2.7,Andheri West,1060,lower,Fully Furnished,2.0,0.0
1 BHK Flat,1.15,Borivali East,580,middle,Unfurnished,1.0,1.0
2 BHK Flat,1.72,Andheri West,600,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.4,Malad West,638,lower,Fully Furnished,1.0,2.0
1 BHK Flat,0.9,Kandivali East,430,middle,Fully Furnished,1.0,0.0
1 BHK Flat,0.71,Dahisar East,600,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.75,Vikhroli West,730,middle,Fully Furnished,2.0,0.0
4 BHK Flat,12.0,Lower Parel,1800,higher,Semi Furnished,4.0,0.0
2 BHK Flat,2.54,Powai,1250,middle,Semi Furnished,2.0,1.0
3 BHK Flat,2.75,Dahisar West,1250,lower,Unfurnished,3.0,1.0
3 BHK Flat,2.57,Borivali West,1250,middle,Unfurnished,3.0,0.0
2 BHK Flat,0.46,Virar West,750,lower,Unfurnished,2.0,3.0
2 BHK Flat,3.75,Parel,740,middle,Unfurnished,2.0,2.0
2 BHK Flat,1.09,Kurla East,708,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.7,Andheri West,550,lower,Unfurnished,2.0,0.0
2 BHK Flat,2.15,Goregaon East,1100,lower,Fully Furnished,2.0,0.0
3 BHK Flat,3.8,Powai,1450,middle,Unfurnished,3.0,1.0
3 BHK Flat,3.15,Kanjurmarg West,1550,middle,Semi Furnished,3.0,1.0
2 BHK Flat,1.81,Mulund West,628,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.6,Powai,450,middle,Semi Furnished,1.0,0.0
2 BHK Flat,0.9,Mira Road East,990,lower,Semi Furnished,2.0,3.0
2 BHK Flat,1.95,Goregaon East,837,lower,Unfurnished,2.0,0.0
3 BHK Flat,4.3,Powai,1650,lower,Unfurnished,3.0,1.0
3 BHK Flat,4.5,Borivali East,1395,higher,Semi Furnished,3.0,0.0
3 BHK Flat,2.4,Goregaon East,996,lower,Unfurnished,3.0,0.0
3 BHK Flat,4.09,Borivali East,1380,higher,Unfurnished,3.0,0.0
1 BHK Flat,1.45,Powai,600,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.8,Mira Road East,800,lower,Unfurnished,1.0,3.0
3 BHK Flat,2.53,Mulund West,1050,lower,Semi Furnished,3.0,0.0
3 BHK Flat,11.5,Santacruz West,1750,lower,Unfurnished,4.0,0.0
1 BHK Flat,1.53,Powai,500,lower,Semi Furnished,1.0,0.0
1 BHK Flat,1.7,Vile Parle East,550,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.69,Thane West,902,lower,Unfurnished,2.0,3.0
3 BHK Flat,5.5,Andheri West,1700,lower,Semi Furnished,3.0,3.0
4 BHK Flat,5.25,Kandivali East,1758,middle,Unfurnished,4.0,1.0
2 BHK Flat,2.4,Kandivali East,1400,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.65,Kandivali East,1000,middle,Unfurnished,2.0,0.0
1 BHK Flat,0.95,Dahisar East,590,middle,Unfurnished,1.0,0.0
1 BHK Flat,1.15,Kandivali East,600,middle,Semi Furnished,1.0,0.0
2 BHK Flat,1.55,Ghatkopar West,590,lower,Semi Furnished,2.0,0.0
3 BHK Flat,3.3,Goregaon West,1300,middle,Semi Furnished,3.0,4.0
3 BHK Flat,5.05,Sion,1700,middle,Semi Furnished,3.0,4.0
3 BHK Flat,5.65,Powai,2500,middle,Semi Furnished,3.0,2.0
2 BHK Flat,2.21,Kandivali West,800,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.82,Chembur,450,lower,Unfurnished,1.0,0.0
2 BHK Flat,2.25,Andheri West,810,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.31,Naigaon East,547,middle,Semi Furnished,1.0,3.0
1 BHK Flat,0.86,Malad West,375,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.55,Dahisar East,600,lower,Unfurnished,1.0,2.0
1 BHK Flat,1.55,Powai,565,lower,Unfurnished,1.0,0.0
3 BHK Flat,4.45,Powai,1805,middle,Unfurnished,3.0,0.0
2 BHK Flat,1.58,Borivali West,658,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.46,Virar West,750,lower,Semi Furnished,2.0,3.0
3 BHK Flat,3.65,Chembur,1689,lower,Unfurnished,3.0,2.0
2 BHK Flat,2.45,Andheri West,750,lower,Unfurnished,2.0,0.0
2 BHK Flat,3.5,Powai,1150,middle,Semi Furnished,2.0,1.0
3 BHK Flat,3.25,Mulund West,1450,lower,Semi Furnished,3.0,1.0
2 BHK Flat,2.19,Mulund West,1088,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.58,Mira Road East,625,lower,Semi Furnished,1.0,2.0
1 BHK Flat,1.0,Kandivali East,456,middle,Fully Furnished,1.0,0.0
1 BHK Flat,0.65,Mira Road East,540,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.45,Goregaon East,487,lower,Unfurnished,1.0,0.0
3 BHK Flat,2.38,Borivali East,1050,lower,Unfurnished,3.0,0.0
2 BHK Flat,2.65,Andheri West,720,lower,Unfurnished,2.0,0.0
2 BHK Flat,3.1,Andheri West,1250,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.35,Kandivali East,1165,middle,Semi Furnished,2.0,0.0
1 BHK Flat,1.25,Kandivali East,710,middle,Semi Furnished,1.0,0.0
1 BHK Flat,1.03,Kandivali East,600,middle,Unfurnished,1.0,0.0
3 BHK Flat,3.2,Goregaon West,1306,middle,Semi Furnished,3.0,2.0
2 BHK Flat,2.17,Borivali West,1050,middle,Unfurnished,2.0,0.0
1 BHK Flat,0.85,Kurla East,589,lower,Semi Furnished,1.0,0.0
2 BHK Flat,2.7,Powai,985,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.72,Kanjurmarg West,1050,middle,Semi Furnished,2.0,0.0
3 BHK Flat,2.5,Mulund West,1080,lower,Semi Furnished,3.0,0.0
1 BHK Flat,1.18,Borivali West,580,lower,Unfurnished,2.0,0.0
3 BHK Flat,4.25,Borivali East,1080,higher,Unfurnished,3.0,0.0
2 BHK Flat,2.5,Andheri West,750,lower,Unfurnished,2.0,0.0
3 BHK Flat,3.1,Andheri East,1500,lower,Semi Furnished,3.0,0.0
1 BHK Flat,0.77,Mira Road East,500,lower,Semi Furnished,1.0,1.0
2 BHK Flat,1.7,Thane West,900,middle,Semi Furnished,2.0,1.0
1 BHK Flat,0.68,Mira Road East,725,lower,Unfurnished,1.0,0.0
2 BHK Flat,1.47,Borivali East,850,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.25,Mira Road East,850,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.5,Govandi,1050,middle,Semi Furnished,2.0,0.0
1 BHK Flat,0.69,Mira Road East,740,lower,Semi Furnished,1.0,2.0
3 BHK Flat,2.85,Kanjurmarg West,1500,middle,Semi Furnished,3.0,1.0
1 BHK Flat,0.34,Naigaon East,619,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.75,Mulund West,750,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.45,Chembur,926,lower,Unfurnished,2.0,0.0
1 BHK Flat,0.7,Mira Road East,674,lower,Unfurnished,1.0,2.0
3 BHK Flat,3.21,Mulund West,1400,higher,Unfurnished,3.0,0.0
1 BHK Flat,3.0,Santacruz West,844,lower,Unfurnished,1.0,0.0
2 BHK Flat,2.1,Ghatkopar East,700,lower,Semi Furnished,2.0,0.0
6 BHK Flat,11.4,Borivali East,2650,lower,Semi Furnished,6.0,2.0
2 BHK Flat,2.25,Andheri East,825,lower,Unfurnished,2.0,0.0
2 BHK Flat,3.35,Matunga East,670,middle,Semi Furnished,2.0,0.0
4 BHK Flat,16.05,Prabhadevi,2150,higher,Unfurnished,4.0,4.0
2 BHK Flat,0.96,Thane West,1050,middle,Unfurnished,2.0,1.0
2 BHK Flat,2.2,Andheri West,750,lower,Unfurnished,2.0,0.0
3 BHK Flat,4.68,Santacruz West,1150,lower,Unfurnished,3.0,1.0
2 BHK Flat,2.65,Chembur,900,lower,Semi Furnished,2.0,1.0
2 BHK Flat,5.0,Bandra West,1000,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.27,Kurla East,750,lower,Semi Furnished,2.0,0.0
3 BHK Flat,5.5,Govandi,1660,middle,Semi Furnished,3.0,0.0
3 BHK Flat,5.0,Santacruz East,1450,lower,Semi Furnished,3.0,4.0
3 BHK Flat,1.65,Mira Road East,1072,lower,Semi Furnished,3.0,3.0
3 BHK Flat,3.8,Chembur,1100,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.41,Goregaon East,827,lower,Fully Furnished,2.0,0.0
2 BHK Flat,2.5,Andheri West,990,lower,Semi Furnished,2.0,2.0
1 BHK Flat,1.0,Chembur,590,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.33,Naigaon East,600,middle,Unfurnished,2.0,2.0
1 BHK Flat,1.25,Kandivali East,605,middle,Unfurnished,1.0,0.0
2 BHK Flat,1.19,Mulund West,880,middle,Unfurnished,2.0,3.0
1 BHK Flat,0.33,Naigaon West,550,lower,Unfurnished,2.0,1.0
3 BHK Flat,4.75,Borivali East,1200,lower,Semi Furnished,3.0,0.0
1 BHK Flat,0.7,Mira Road East,620,lower,Unfurnished,2.0,2.0
4 BHK Flat,7.75,Powai,2512,middle,Semi Furnished,4.0,2.0
2 BHK Flat,1.05,Thane West,900,middle,Unfurnished,2.0,2.0
1 BHK Flat,1.25,Goregaon East,620,middle,Semi Furnished,1.0,2.0
2 BHK Flat,1.55,Jogeshwari West,800,lower,Semi Furnished,2.0,2.0
2 BHK Flat,1.05,Mira Road East,1123,middle,Fully Furnished,2.0,4.0
2 BHK Flat,1.73,Kanjurmarg West,1050,middle,Semi Furnished,2.0,0.0
3 BHK Flat,7.25,Byculla,2000,higher,Semi Furnished,3.0,0.0
2 BHK Flat,2.65,Govandi,810,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.05,Thane West,900,middle,Semi Furnished,2.0,2.0
3 BHK Flat,5.5,Andheri West,1600,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.8,Chembur,1455,lower,Unfurnished,3.0,0.0
1 BHK Flat,0.39,Virar West,630,lower,Semi Furnished,1.0,1.0
3 BHK Flat,3.9,Kandivali East,1600,lower,Semi Furnished,3.0,1.0
2 BHK Flat,2.8,Malad West,1150,higher,Semi Furnished,2.0,1.0
2 BHK Flat,2.25,Malad West,950,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.45,Andheri West,900,lower,Fully Furnished,2.0,0.0
1 BHK Flat,0.41,Virar West,590,lower,Unfurnished,1.0,2.0
1 BHK Flat,1.15,Mulund West,385,middle,Semi Furnished,2.0,2.0
2 BHK Flat,4.75,Mahim,980,middle,Fully Furnished,2.0,0.0
2 BHK Flat,2.8,Malad West,1050,higher,Unfurnished,2.0,0.0
2 BHK Flat,3.8,Vile Parle East,1050,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.2,Mira Road East,1060,lower,Unfurnished,2.0,3.0
2 BHK Flat,2.1,Malad West,900,middle,Unfurnished,2.0,0.0
3 BHK Flat,3.84,Goregaon West,1200,middle,Semi Furnished,3.0,1.0
3 BHK Flat,3.1,Mulund West,1745,higher,Semi Furnished,3.0,0.0
3 BHK Flat,3.11,Kandivali East,1300,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.9,Santacruz East,1477,lower,Unfurnished,3.0,0.0
4 BHK Flat,7.0,Chembur,3000,lower,Semi Furnished,3.0,3.0
4 BHK Flat,3.9,Mulund West,2500,lower,Semi Furnished,4.0,0.0
3 BHK Flat,3.1,Chembur,1550,lower,Semi Furnished,3.0,1.0
2 BHK Flat,1.4,Chembur,630,lower,Fully Furnished,2.0,0.0
2 BHK Flat,4.3,Khar West,850,lower,Unfurnished,2.0,0.0
1 BHK Flat,0.8,Vikhroli East,500,middle,Semi Furnished,1.0,1.0
1 BHK Flat,1.35,Mulund East,650,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.45,Malad West,736,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.48,Naigaon East,640,middle,Unfurnished,2.0,3.0
2 BHK Flat,0.49,Virar West,900,lower,Unfurnished,2.0,2.0
2 BHK Flat,1.57,Malad West,960,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.34,Naigaon East,625,middle,Semi Furnished,1.0,0.0
2 BHK Flat,2.28,Mulund West,780,middle,Semi Furnished,2.0,0.0
1 BHK Flat,0.8,Bhandup West,530,middle,Unfurnished,1.0,0.0
2 BHK Flat,1.45,Bhandup West,880,middle,Unfurnished,2.0,0.0
1 BHK Flat,0.65,Mira Road East,675,lower,Unfurnished,1.0,2.0
2 BHK Flat,1.8,Chembur,650,lower,Fully Furnished,2.0,0.0
3 BHK Flat,4.5,Andheri West,1500,middle,Semi Furnished,3.0,3.0
1 BHK Flat,0.68,Mira Road East,700,lower,Semi Furnished,1.0,2.0
2 BHK Flat,2.1,Kanjurmarg West,968,middle,Fully Furnished,2.0,0.0
2 BHK Flat,1.95,Kandivali East,885,middle,Semi Furnished,2.0,0.0
1 BHK Flat,0.85,Kandivali East,450,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.88,Dahisar East,725,middle,Semi Furnished,1.0,0.0
1 BHK Flat,1.07,Mulund West,534,middle,Semi Furnished,1.0,0.0
2 BHK Flat,3.2,Kandivali East,1830,middle,Unfurnished,2.0,2.0
2 BHK Flat,2.9,Lower Parel,750,middle,Fully Furnished,2.0,0.0
2 BHK Flat,1.95,Borivali West,950,lower,Unfurnished,2.0,0.0
2 BHK Flat,0.62,Virar West,860,lower,Semi Furnished,3.0,1.0
1 BHK Flat,1.25,Jogeshwari East,410,middle,Semi Furnished,1.0,2.0
1 BHK Flat,0.85,Vikhroli East,631,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.9,Chembur,900,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.52,Malad West,990,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.5,Powai,740,lower,Semi Furnished,2.0,0.0
3 BHK Flat,6.9,Jogeshwari East,2400,middle,Semi Furnished,3.0,0.0
2 BHK Flat,2.7,Mumbai Central,900,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.1,Goregaon West,870,middle,Fully Furnished,2.0,0.0
2 BHK Flat,0.63,Vasai West,850,lower,Semi Furnished,2.0,0.0
3 BHK Flat,4.25,Vile Parle East,1250,lower,Semi Furnished,4.0,0.0
3 BHK Flat,5.25,Parel,1350,middle,Unfurnished,3.0,0.0
1 BHK Flat,1.25,Vile Parle East,600,lower,Unfurnished,2.0,0.0
1 BHK Flat,0.8,Ghatkopar West,347,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.35,Naigaon East,570,lower,Unfurnished,1.0,3.0
2 BHK Flat,4.05,Andheri West,1200,middle,Semi Furnished,2.0,1.0
2 BHK Flat,2.5,Chembur,1305,lower,Unfurnished,2.0,3.0
1 BHK Flat,1.7,Wadala,520,middle,Semi Furnished,1.0,1.0
2 BHK Flat,1.1,Thane West,900,middle,Semi Furnished,2.0,2.0
2 BHK Flat,1.47,Mira Road East,1026,middle,Semi Furnished,2.0,1.0
2 BHK Flat,1.55,Chembur,1050,lower,Unfurnished,2.0,0.0
3 BHK Flat,2.3,Goregaon West,1200,middle,Semi Furnished,4.0,0.0
2 BHK Flat,0.7,Vasai West,900,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.75,Kanjurmarg West,1150,middle,Semi Furnished,2.0,0.0
4 BHK Flat,6.5,Andheri West,1800,middle,Semi Furnished,4.0,0.0
2 BHK Flat,0.6,Virar West,900,lower,Unfurnished,2.0,4.0
3 BHK Flat,7.0,Santacruz West,1400,lower,Semi Furnished,3.0,0.0
1 BHK Flat,0.95,Chembur,410,lower,Unfurnished,1.0,0.0
2 BHK Flat,0.49,Naigaon East,700,middle,Semi Furnished,2.0,3.0
3 BHK Flat,5.75,Bandra West,1400,middle,Unfurnished,3.0,1.0
1 BHK Flat,0.3,Virar West,550,lower,Semi Furnished,1.0,0.0
2 BHK Flat,2.25,Kandivali West,1200,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.7,Chembur,1050,lower,Unfurnished,2.0,0.0
1 BHK Flat,0.65,Bhandup West,313,middle,Unfurnished,1.0,0.0
1 BHK Flat,0.41,Vasai West,665,lower,Semi Furnished,1.0,0.0
2 BHK Flat,1.1,Bhandup West,897,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.3,Andheri East,810,lower,Semi Furnished,2.0,0.0
4 BHK Flat,5.8,Vile Parle East,1650,lower,Unfurnished,4.0,0.0
3 BHK Flat,3.9,Vile Parle East,1100,lower,Unfurnished,3.0,0.0
1 BHK Flat,0.3,Naigaon East,600,middle,Semi Furnished,1.0,2.0
